"CodMun";"Municipio";"Extensión superficial (Km2). 2019";"Perímetro (m). 2019";"Altitud sobre el nivel del mar (m). 2019";"Número de núcleos que componen el municipio. 2023";"Distancia a la capital (Km). 2019";"Población total. 2023";"PobHombres23";"PobNucleos23";"PobDiseminados23";"EdadMedia22";"Porcentaje de población menor de 20 años. 2023";"Porcentaje de población mayor de 65 años. 2023";"Variación relativa de la población en diez años (%). 2012-2022";"Número de extranjeros. 2022";"Principal procedencia de los extranjeros residentes. 2022";"Emigraciones. 2022";"Inmigraciones. 2022";"Nacimientos. 2023";"Defunciones. 2023";"Matrimonios. 2023";"Alcaldía. 2023";"Hoteles. 2023";"Hostales y pensiones. 2023";"Plazas en hoteles. 2023";"Plazas en hostales y pensiones. 2023";"Tasa municipal de desempleo (%). 2023";"Renta bruta media. 2022";"Renta disponible media. 2022"
23024;"La Carolina";201.22;82803.21;594;5;65.1;14821;7372;14747;54;43.4;20;20.2;-6.2;213;"Rumanía";417;353;111;173;49;"PARTIDO POPULAR";"*";"-";"*";"-";"29.6";"22172";"18934"
23038;"La Guardia de Jaén";38.4;27410.79;603;1;10.2;5189;2669;1900;3275;39;24.2;11;13.2;70;"Marruecos";291;311;36;29;18;"PARTIDO POPULAR";"-";"*";"-";"*";"16.2";"30234";"24433"
23047;"La Iruela";123.87;66144.51;938;4;100.2;1875;939;1520;361;45.3;15.5;20.3;-10.4;60;"Rumanía";88;66;8;21;3;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"8";"*";"485";"*";"14.9";"17662";"15426"
23072;"La Puerta de Segura";97.38;54961.92;581;6;135.6;2220;1111;2180;46;46.5;16.8;22.8;-14.9;144;"Marruecos";122;111;13;32;6;"PARTIDO POPULAR";"*";"*";"*";"*";"18";"18359";"15917"
23040;"Lahiguera";44.73;28746.16;371;1;31.3;1602;793;1604;0;48;15.3;26.4;-11.7;17;"Mauritania";41;26;9;15;2;"PARA LA GENTE";"-";"-";"-";"-";"21.9";"15531";"13956"
23054;"Larva";41.73;27120.42;731;1;72.8;448;232;440;4;43.6;19.2;21;-7.3;8;"Marruecos";19;7;6;6;1;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"17.8";"-";"-"
23055;"Linares";196.56;78181.64;406;6;45.9;55130;26912;53256;1840;44.4;18.8;21.5;-8.6;1446;"Marruecos";1687;1316;371;543;185;"PARTIDO POPULAR";"6";"*";"577";"*";"26.4";"24270";"20350"
23056;"Lopera";67.86;43498.78;269;1;50.2;3580;1831;3573;6;44.8;17.2;20.7;-7;66;"Marruecos";108;91;25;43;15;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"17.600000000000001";"16652";"14857"
23099;"Los Villares";88.55;39318.33;633;1;10.8;6084;3063;5947;132;42.2;20.6;17.8;2.4;92;"Colombia";202;179;46;55;24;"PARTIDO POPULAR";"-";"-";"-";"-";"13.2";"19154";"16436"
23057;"Lupión";24.31;24983.98;501;2;42;809;394;806;0;47.4;15.7;27.4;-13.5;23;"Marruecos";35;12;4;11;0;"PARA LA GENTE";"-";"-";"-";"-";"21.3";"-";"-"
23058;"Mancha Real";97.63;64922.9;757;2;19.4;11376;5671;11113;262;41.3;21.7;16.4;0.4;402;"Marruecos";316;348;81;96;59;"PARTIDO POPULAR";"*";"*";"*";"*";"15.1";"21117";"17969"
23059;"Marmolejo";177.97;77319.72;244;2;51.5;6596;3295;6497;89;45.5;16.6;21.8;-9.1;74;"Rumanía";145;136;47;78;30;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"*";"*";"*";"19.5";"18096";"15759"
23060;"Martos";260.94;107585.81;744;4;21;24369;12096;24211;152;42.7;20;18.1;-0.9;1074;"Marruecos";573;623;196;258;119;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"-";"*";"-";"16.600000000000001";"22792";"19193"
23061;"Mengíbar";62.3;48417.75;315;1;25;10068;5044;9924;117;40;23.3;14.7;0.6;166;"Marruecos";252;318;67;83;49;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"-";"*";"-";"23.2";"21970";"18579"
23062;"Montizón";211.82;65542.81;645;3;105.4;1614;828;1581;25;47.6;15.6;23.8;-15.7;63;"Marruecos";57;75;12;16;4;"PARTIDO POPULAR";"-";"*";"-";"*";"15.9";"14108";"12869"
23063;"Navas de San Juan";175.62;99031.24;655;1;79.6;4440;2276;4403;24;44.2;18.5;20.2;-10.4;39;"Marruecos";103;86;40;62;17;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"12.6";"15859";"14171"
23064;"Noalejo";49.63;67031.34;1084;2;40.9;1838;941;1798;28;48.2;13.9;24.6;-11.9;59;"Senegal";60;50;10;34;3;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"19.399999999999999";"15317";"13908"
23065;"Orcera";126.12;109305.25;801;1;144.5;1735;868;1693;42;47.2;15.6;22.1;-12;58;"Marruecos";68;71;6;29;3;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"*";"-";"*";"19.100000000000001";"19549";"16921"
23066;"Peal de Becerro";147.24;102553.95;547;3;77.6;5322;2667;5302;23;44.8;18;20.9;-4.8;259;"Mali";153;176;34;63;22;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"-";"*";"-";"15.6";"18098";"15787"
23067;"Pegalajar";79.89;42872.32;798;2;16.1;2828;1441;2778;44;45.4;17.1;22.1;-8.7;41;"Marruecos";61;72;27;31;4;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"15.8";"17210";"15172"
23069;"Porcuna";175.48;58958.83;465;2;41.8;5979;3017;5931;44;47;14.9;24.1;-10.7;189;"Marruecos";187;122;40;92;22;"CIUDADANOS-PARTIDO DE LA CIUDADANÍA";"-";"-";"-";"-";"14";"15997";"14088"
23070;"Pozo Alcón";138.5;72299.21;861;2;100.5;4626;2408;4393;201;45.6;17.8;23.6;-11.9;214;"Argelia";212;205;32;54;10;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"*";"*";"*";"21.7";"16757";"14924"
23071;"Puente de Génave";38.81;34361.2;545;3;128.1;2163;1108;2160;8;44.1;20.2;19.7;-5.6;115;"Marruecos";108;119;14;30;8;"VOX";"*";"-";"*";"-";"15.8";"18109";"15682"
23073;"Quesada";328.09;127255.37;677;9;81.8;5014;2549;4910;105;46.4;15.8;23.2;-13.5;146;"Rumanía";182;142;31;78;15;"PARTIDO POPULAR";"*";"-";"*";"-";"16.600000000000001";"16778";"14846"
23074;"Rus";47.08;38551.96;584;2;52.3;3455;1757;3403;50;45.1;17;20.9;-8.5;52;"Marruecos";144;152;18;32;13;"PARTIDO POPULAR";"*";"*";"*";"*";"18.2";"18331";"16030"
23075;"Sabiote";112.11;54955.69;829;1;63;3821;1919;3819;4;45.1;18.5;22.1;-8.7;24;"Rumanía";94;81;23;51;11;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"-";"*";"-";"16.600000000000001";"16926";"15031"
23076;"Santa Elena";145.36;65718.41;742;1;75.4;865;451;850;16;47.6;13.1;25.1;-10.8;6;"Reino Unido";49;38;5;5;2;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"-";"*";"-";"25.3";"-";"-"
23077;"Santiago de Calatrava";47.06;28493.43;391;1;38.2;678;358;654;3;50;12.5;28.3;-19.2;32;"Rumanía";23;34;3;14;1;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"14.4";"-";"-"
23904;"Santiago-Pontones";682.31;200374.15;1327;27;172.2;2730;1415;2374;355;49.5;12.9;26.9;-22.1;70;"Honduras";137;123;26;37;9;"JAÉN MERECE MÁS";"8";"*";"252";"*";"18.600000000000001";"17127";"14849"
23079;"Santisteban del Puerto";372.63;128307.17;702;1;89.2;4437;2282;4361;81;43.6;19.4;18.7;-7.4;153;"Marruecos";157;178;31;45;10;"PARTIDO POPULAR";"*";"*";"*";"*";"14.7";"15838";"14111"
23080;"Santo Tomé";73.42;74623.2;452;2;86.7;2094;1070;2035;46;45.8;18.5;22.7;-20.1;106;"Rumanía";84;90;12;42;3;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"-";"*";"-";"15.1";"15488";"13906"
23081;"Segura de la Sierra";224.84;179634.06;1087;19;151.7;1712;846;1635;75;46.8;16.4;23.8;-12.8;54;"Marruecos";84;74;12;32;7;"PARTIDO POPULAR";"*";"*";"*";"*";"16.5";"17413";"15166"
23082;"Siles";177.71;95765.71;827;4;153.2;2140;1087;2030;107;47.9;16.3;26.1;-11.5;50;"Marruecos";94;109;14;36;10;"PARTIDO POPULAR";"*";"-";"*";"-";"16.7";"18296";"15977"
23084;"Sorihuela del Guadalimar";55.26;71879.54;623;1;102.8;1042;539;1018;25;46.3;16.7;21.5;-21.5;72;"Marruecos";37;45;4;28;3;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"19.899999999999999";"14134";"12846"
23085;"Torreblascopedro";61.38;41307.86;334;2;35.7;2438;1245;2391;43;46.7;15;23.5;-12.9;16;"Argelia";81;65;8;28;4;"UNIÓN ANDALUCISTA";"-";"-";"-";"-";"18.399999999999999";"14509";"13179"
23086;"Torredelcampo";181.96;67556.19;645;1;11.3;13871;6941;13730;141;42.9;19.5;17.8;-5.2;312;"Rumanía";368;374;102;112;69;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"-";"*";"-";"16.899999999999999";"20381";"17383"
23087;"Torredonjimeno";157.68;67768.71;587;1;17.3;13297;6567;13279;22;44.1;18.3;20.6;-4.7;264;"Marruecos";387;279;86;120;61;"PARTIDO POPULAR";"*";"*";"*";"*";"18.100000000000001";"21192";"18114"
23088;"Torreperogil";90.87;56097.21;749;1;63;7103;3482;6935;173;45.3;17.5;21.7;-7.6;134;"Marruecos";169;220;51;85;27;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"*";"*";"*";"21.3";"17481";"15358"
23090;"Torres";79.98;37368.69;882;1;29.9;1358;715;1322;27;49.2;13.8;27.3;-16;50;"Marruecos";52;51;9;20;9;"PARTIDO POPULAR";"*";"-";"*";"-";"12.2";"15562";"13947"
23091;"Torres de Albánchez";64.84;53311.38;826;1;145.8;748;392;722;24;46.2;14.7;21.7;-20.2;9;"República Dominicana";33;27;10;11;1;"PARTIDO POPULAR";"-";"-";"-";"-";"18.399999999999999";"-";"-"
23092;"Úbeda";403.47;185825.68;729;7;55.4;33838;16494;33486;324;43.9;19;19.8;-4.8;975;"Marruecos";1129;1052;239;319;96;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"16";"6";"785";"94";"19.7";"25081";"20748"
23093;"Valdepeñas de Jaén";183.68;62518.48;915;1;25.6;3570;1762;3512;54;46.7;15.8;23.6;-12.2;97;"Marruecos";88;86;15;38;14;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"*";"-";"*";"16.600000000000001";"16003";"14305"
23094;"Vilches";272.92;114168.7;537;3;65.7;4244;2133;4209;29;46.5;16;22.2;-10.6;81;"Marruecos";115;98;25;62;7;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"*";"*";"*";"18.8";"19498";"16904"
23095;"Villacarrillo";239.37;103885.01;785;5;84.3;10335;5218;10204;140;44.4;18.1;19.6;-8.4;525;"Marruecos";361;291;80;98;24;"PARTIDO POPULAR";"*";"-";"*";"-";"16.100000000000001";"17657";"15418"
23096;"Villanueva de la Reina";209.12;122102.72;220;2;35.4;2969;1506;2838;126;45.2;16.5;19.5;-10.3;101;"Marruecos";125;96;23;29;14;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"*";"*";"*";"19.5";"18656";"16205"
23097;"Villanueva del Arzobispo";177.67;115852.6;665;2;104.1;7944;4107;7809;124;43.8;19.5;19;-10.9;581;"Marruecos";318;336;69;116;21;"AGRUPACION POR VILLANUEVA";"*";"-";"*";"-";"13.7";"17222";"14993"
23098;"Villardompardo";17.46;18184.11;442;1;25.5;919;457;920;0;50;11.1;28.1;-15.1;25;"Marruecos";25;18;7;10;6;"PARTIDO POPULAR";"-";"-";"-";"-";"20.6";"-";"-"
23101;"Villarrodrigo";78.44;50645.2;868;2;154.2;387;211;382;1;54;10.1;33.9;-18.8;16;"Marruecos";13;24;1;9;0;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"25.4";"-";"-"
23903;"Villatorres";72.62;56543.83;348;3;22.4;4289;2205;4249;12;43.6;19.4;19.8;-3.9;115;"Marruecos";95;84;26;44;18;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"18";"18008";"15744"
29001;"Alameda";65.09;40464.8;458;1;71.4;5425;2735;5397;37;42.3;20.1;16.7;-1;266;"Marruecos";185;170;39;58;13;"CON ANDALUCÍA";"*";"-";"*";"-";"22.3";"17019";"14943"
29002;"Alcaucín";45.1;32817.57;509;8;46.9;2575;1312;1620;934;51.1;14.7;34.1;-11.7;1050;"Reino Unido";183;261;15;30;4;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"-";"*";"-";"20.5";"19482";"16956"
29003;"Alfarnate";33.97;29879.94;886;1;47.5;1058;550;1048;11;49.8;14.3;30.2;-20.1;62;"Marruecos";50;71;4;12;2;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"17.100000000000001";"16959";"15016"
29004;"Alfarnatejo";20.35;22407.34;852;1;45.7;379;196;187;193;51.8;10;28.5;-31.6;56;"Reino Unido";18;39;0;7;2;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"23.2";"-";"-"
29005;"Algarrobo";9.73;14002.57;65;6;37.6;6780;3392;6456;317;44.7;19;21.8;0.6;965;"Alemania";357;506;44;73;15;"PARTIDO POPULAR";"-";"*";"-";"*";"19";"20582";"17596"
29006;"Algatocín";19.72;20219.93;688;1;113.1;836;448;580;249;48;14.2;23.9;-6.9;68;"Reino Unido";43;57;3;14;7;"PARTIDO POPULAR";"*";"-";"*";"-";"21.9";"-";"-"
29007;"Alhaurín de la Torre";82.67;43743.33;95;13;16.4;43855;21763;41017;2657;39.8;24.4;13.8;13.6;3445;"Reino Unido";1686;2825;270;267;163;"PARTIDO POPULAR";"*";"*";"*";"*";"15.6";"29832";"24208"
29008;"Alhaurín el Grande";73.08;40470.7;263;11;29.6;26902;13421;20726;6153;41.3;22.8;16.4;9.8;6194;"Reino Unido";1188;1787;222;176;100;"100% ALHAURÍN";"*";"*";"*";"*";"21.1";"23780";"20136"
29009;"Almáchar";14.39;25849.86;232;1;25.7;1846;949;1643;205;45.2;17.9;21.4;-3.4;133;"Reino Unido";70;88;11;20;3;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"28.9";"15389";"13821"
29010;"Almargen";34.36;27620.79;505;1;78.5;1928;975;1882;42;46;16.4;22.5;-10.7;60;"Rumanía";70;72;11;33;8;"CON ANDALUCÍA";"*";"-";"*";"-";"19";"19364";"16665"
29011;"Almogía";162.84;55614.39;346;8;23.1;3986;2077;2823;1144;44.5;17.2;20;-7.4;334;"Reino Unido";161;283;22;30;12;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"19.600000000000001";"18653";"16232"
29012;"Álora";169.58;60180.93;209;9;39.6;13512;6808;11020;2492;44.3;18.5;19.9;-0.1;1637;"Reino Unido";463;655;90;157;60;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"6";"*";"105";"23.9";"19404";"16796"
29013;"Alozaina";33.85;26140.07;368;1;50.1;2062;1039;1784;281;46.3;16.2;22.8;-6.3;270;"Reino Unido";117;115;24;24;7;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"*";"-";"*";"25.9";"17890";"15752"
29014;"Alpandeire";31.25;32944.1;700;1;102;279;138;262;19;51.1;13.3;29.4;-2.9;17;"Reino Unido";13;31;1;2;0;"PARTIDO POPULAR";"*";"-";"*";"-";"21.6";"-";"-"
29015;"Antequera";748.25;216221.84;511;11;49.3;41290;20268;38665;2513;42.9;20.2;18.3;-1.5;2110;"Brasil";1306;1441;295;389;151;"PARTIDO POPULAR";"15";"*";"1273";"*";"17.7";"25197";"20905"
29016;"Árchez";4.79;16369.17;444;1;49.2;395;201;233;158;49.5;10.6;28.6;-16.8;115;"Reino Unido";39;34;0;1;0;"PARTIDO POPULAR";"-";"-";"-";"-";"30.6";"-";"-"
29017;"Archidona";186.17;65293.55;712;4;52.2;8042;4067;7469;581;44.6;18.3;20.2;-9;497;"Marruecos";261;330;43;85;20;"PARTIDO POPULAR";"*";"6";"*";"142";"18.899999999999999";"20760";"17621"
29018;"Ardales";106.5;47629.65;405;2;52.2;2516;1271;2346;176;44.4;18.2;19.6;-3.3;109;"Paraguay";88;98;17;38;6;"CON ANDALUCÍA";"*";"*";"*";"*";"21.4";"19348";"16712"
29019;"Arenas";26.29;37159.8;396;3;42.4;1306;675;951;313;48.1;15.1;28.1;-11.5;237;"Reino Unido";93;123;13;15;2;"PARTIDO POPULAR";"-";"-";"-";"-";"22.4";"16558";"14730"
29020;"Arriate";8.27;15743.94;597;1;87.7;4075;2006;3622;446;43.8;19.5;19.9;-0.3;119;"Reino Unido";195;166;21;64;17;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"19.399999999999999";"20612";"17620"
29021;"Atajate";10.9;17216.38;747;1;107;200;105;182;3;48.3;14.5;23;15.8;9;"Marruecos";14;23;1;3;0;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"*";"-";"*";"25.1";"-";"-"
29022;"Benadalid";20.68;22760.75;699;1;112.4;231;112;194;36;49.5;11.3;28.1;-8.8;36;"Alemania";14;8;2;6;2;"AGRUPACIÓN DE ELECTORES BENADALID UNIDO";"-";"*";"-";"*";"21.8";"-";"-"
29023;"Benahavís";145.45;54525.38;174;6;74.4;9331;4664;8035;1209;41;23.4;14.4;46.5;5400;"Reino Unido";1065;1749;59;37;23;"PARTIDO POPULAR";"*";"-";"*";"-";"6.6";"39787";"31012"
29024;"Benalauría";19.75;37357.31;668;1;111.4;462;244;298;162;47.7;15.8;22.5;-15.1;16;"Reino Unido";15;50;4;7;2;"PARTIDO POPULAR";"-";"-";"-";"-";"19.2";"-";"-"
29025;"Benalmádena";26.87;31491.08;237;8;21.8;76318;37350;75781;20;42.1;20.1;16.6;10.9;18994;"Reino Unido";5250;7968;463;502;290;"PARTIDO POPULAR";"24";"*";"11152";"*";"15.2";"28837";"23403"
29026;"Benamargosa";12.11;21312.13;110;1;30.5;1551;801;1273;284;48.3;14;25.9;-7;368;"Reino Unido";53;99;10;19;0;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"18.899999999999999";"14472";"13091"
29027;"Benamocarra";5.73;11443.99;136;1;30.3;3082;1547;2954;125;41.7;22.2;16.6;-0.1;194;"Reino Unido";132;143;13;26;9;"POR MI PUEBLO";"-";"-";"-";"-";"17.399999999999999";"17375";"15232"
29028;"Benaoján";32;28918.31;569;1;101.6;1442;737;1372;65;45.5;17.5;21.4;-5.4;39;"Reino Unido";70;55;13;16;3;"PARTIDO POPULAR";"*";"-";"*";"-";"30.9";"19218";"16504"
29029;"Benarrabá";24.9;33014.63;529;1;113.3;452;236;424;30;48.7;13.5;25.4;-20.2;28;"Rumanía";24;28;3;4;3;"PARTIDO POPULAR";"*";"-";"*";"-";"19.399999999999999";"-";"-"
29032;"Campillos";187.82;77685.99;460;1;72.7;8435;4231;8247;188;43.2;19.2;18.5;-3.4;293;"Marruecos";257;332;54;65;22;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"-";"*";"-";"21.2";"21305";"18090"
29033;"Canillas de Aceituno";42;30569.09;657;8;47.6;1774;921;1300;467;49.7;13.4;27.8;-11.1;455;"Reino Unido";129;194;5;21;5;"PARTIDO POPULAR";"-";"-";"-";"-";"19.7";"17919";"15602"
29034;"Canillas de Albaida";33.2;34771.05;578;1;50.5;826;406;553;248;51.5;13.4;32.2;-17.4;274;"Reino Unido";63;73;5;8;3;"PARTIDO POPULAR";"*";"*";"*";"*";"22.5";"-";"-"
29035;"Cañete la Real";165.24;68152.41;736;1;72.6;1604;794;1548;50;50.4;10.4;24.9;-16.7;26;"Kenia";52;85;8;30;4;"PARTIDO POPULAR";"-";"-";"-";"-";"26.5";"17851";"15621"
29036;"Carratraca";22.43;20307.96;530;1;47.7;751;391;555;195;48.4;13.6;23.6;-16.5;35;"Marruecos";32;66;4;11;7;"CON ANDALUCÍA";"*";"-";"*";"-";"22.9";"-";"-"
29037;"Cartajima";21.47;22677.13;851;1;93.2;233;122;226;6;50;8.2;25.3;2;16;"Reino Unido";32;9;0;0;2;"PARTIDO POPULAR";"*";"-";"*";"-";"20";"-";"-"
29038;"Cártama";105.07;68634.83;113;12;22.9;28325;14306;23485;4927;38.5;25.2;12;17.1;1892;"Reino Unido";1359;1958;207;171;126;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"*";"*";"*";"16.600000000000001";"22361";"18973"
29039;"Casabermeja";67.26;38426.23;559;1;23.6;3915;2043;3037;873;43.8;18.9;18.9;3.4;342;"Marruecos";200;303;30;37;17;"CON ANDALUCÍA";"*";"5";"*";"84";"14.3";"21560";"18407"
29040;"Casarabonela";113.72;61812.19;487;1;45.1;2555;1371;1795;727;45.8;16.4;21.4;-7.4;256;"Reino Unido";124;149;23;27;7;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"-";"*";"-";"18.100000000000001";"19378";"16636"
29041;"Casares";162.38;64724.74;359;3;97;8111;4159;7393;718;41.8;20.4;16.1;37.3;2514;"Reino Unido";774;1156;62;42;26;"CON ANDALUCÍA";"*";"*";"*";"*";"11.8";"26783";"22111"
29042;"Coín";127.34;58941.52;211;5;36.8;25010;12573;20288;4735;40.8;23.6;15.7;11.6;4860;"Reino Unido";882;1553;197;215;110;"PARTIDO POPULAR";"*";"*";"*";"*";"19.600000000000001";"23180";"19463"
29043;"Colmenar";65.92;48512.67;672;1;31.5;3498;1799;2985;509;44.6;18.6;20.1;-3.8;499;"Reino Unido";173;216;31;36;1;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"*";"*";"*";"19.899999999999999";"18357";"16048"
29044;"Comares";25.49;24167.17;702;18;33.2;1339;718;740;599;53;10.8;32.9;-19.4;516;"Reino Unido";90;131;3;22;2;"AVANZA COMARES";"*";"-";"*";"-";"21.4";"15629";"13983"
29045;"Cómpeta";54.2;51162.69;637;1;49.2;3585;1788;2548;1327;49.9;15.9;28;-1.2;1790;"Reino Unido";243;306;20;33;10;"POR MI PUEBLO";"*";"*";"*";"*";"22.3";"19160";"16579"
29046;"Cortes de la Frontera";175.34;90988.34;618;3;117;3037;1582;2899;115;46.3;17;21.6;-15.6;179;"Reino Unido";119;155;21;39;12;"PARTIDO POPULAR";"*";"-";"*";"-";"25.4";"18948";"16410"
29047;"Cuevas Bajas";16.51;27684.03;313;1;72.2;1338;658;1316;21;43.4;21.2;20.6;-9.4;39;"Marruecos";53;49;10;9;5;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"17";"16905";"14956"
29049;"Cuevas de San Marcos";36.87;29908.02;413;2;77.2;3661;1832;3428;219;45;18.4;21.5;-10.2;278;"Rumanía";145;182;27;50;6;"PARTIDO POPULAR";"-";"*";"-";"*";"18.899999999999999";"16214";"14335"
29048;"Cuevas del Becerro";16.01;27257.32;731;1;75.9;1594;785;1578;14;47.4;15.6;27.4;-7.9;37;"Marruecos";63;56;10;24;14;"MAS PUEBLO LA CUEVA";"-";"-";"-";"-";"23.9";"17759";"15622"
29050;"Cútar";19.41;32770.36;325;3;29.2;600;307;355;237;52.3;10.7;32.2;-11.7;169;"Reino Unido";35;43;3;8;1;"PARTIDO POPULAR";"-";"-";"-";"-";"20.100000000000001";"-";"-"
29030;"El Borge";24.38;38641.36;242;1;25.9;929;473;780;145;47.5;15.6;23.4;-10.2;40;"Reino Unido";27;41;3;14;1;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"-";"*";"-";"29.4";"-";"-"
29031;"El Burgo";118.35;56493.69;577;1;66.2;1775;905;1547;233;47.9;14.3;24.6;-8.5;33;"Reino Unido";65;73;9;26;5;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"-";"*";"-";"27.5";"16426";"14573"
29051;"Estepona";137.51;67082.51;15;17;82.5;77068;37674;74239;2736;42.1;21.3;16.9;11;19098;"Reino Unido";4220;7624;482;611;212;"PARTIDO POPULAR";"25";"9";"7495";"239";"13.6";"28129";"22994"
29052;"Faraján";20.41;25562.74;640;1;100.2;284;141;242;38;53.8;13.7;34.5;-5.9;37;"Marruecos";18;41;1;4;0;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"14.4";"-";"-"
29053;"Frigiliana";40.49;32914.41;318;3;54.3;3396;1701;2534;788;45.3;18.9;21.9;-2.3;1079;"Reino Unido";289;339;17;26;6;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"*";"*";"*";"16.899999999999999";"22805";"19311"
29054;"Fuengirola";10.36;23999.73;4;1;29.9;85136;41342;85598;0;46.1;17;23.9;9.6;31252;"Reino Unido";5197;7817;411;589;232;"PARTIDO POPULAR";"25";"13";"7999";"664";"17.7";"26470";"21884"
29055;"Fuente de Piedra";90.6;39711.5;441;2;68.7;2893;1441;2833;58;44.1;19.6;19.9;1.1;333;"Reino Unido";215;304;17;36;11;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"21.1";"19575";"16940"
29056;"Gaucín";98.26;41649.25;619;1;112.4;1592;827;1336;255;46.8;17.9;24.5;-6.9;350;"Reino Unido";79;75;8;9;2;"PARTIDO POPULAR";"*";"*";"*";"*";"17.3";"23289";"19561"
29057;"Genalguacil";31.87;30097.4;514;1;106.5;415;208;330;80;52.2;12;28.9;-24.7;45;"Reino Unido";30;55;3;6;1;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"27.5";"-";"-"
29058;"Guaro";22.39;20488.63;342;1;46.7;2333;1193;1769;538;43.8;19.8;20.7;0.6;435;"Marruecos";173;197;16;33;4;"PARTIDO POPULAR";"-";"*";"-";"*";"21.2";"19086";"16673"
29059;"Humilladero";34.65;43323.22;447;2;65.8;3338;1673;3294;37;42.7;19.4;17.1;-3;99;"Reino Unido";115;170;22;26;7;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"20.7";"18310";"15900"
