"CodMun";"Municipio";"Extensión superficial (Km2). 2019";"Perímetro (m). 2019";"Altitud sobre el nivel del mar (m). 2019";"Número de núcleos que componen el municipio. 2023";"Distancia a la capital (Km). 2019";"Población total. 2023";"PobHombres23";"PobNucleos23";"PobDiseminados23";"EdadMedia22";"Porcentaje de población menor de 20 años. 2023";"Porcentaje de población mayor de 65 años. 2023";"Variación relativa de la población en diez años (%). 2012-2022";"Número de extranjeros. 2022";"Principal procedencia de los extranjeros residentes. 2022";"Emigraciones. 2022";"Inmigraciones. 2022";"Nacimientos. 2023";"Defunciones. 2023";"Matrimonios. 2023";"Alcaldía. 2023";"Hoteles. 2023";"Hostales y pensiones. 2023";"Plazas en hoteles. 2023";"Plazas en hostales y pensiones. 2023";"Tasa municipal de desempleo (%). 2023";"Renta bruta media. 2022";"Renta disponible media. 2022"
14050;"Pedro Abad";23.45;23813.68;162;1;32.6;2798;1413;2741;34;44.6;17.9;20.5;-5.5;37;"Pakistán";72;63;24;26;11;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"*";"-";"*";"20.3";"19267";"16639"
14051;"Pedroche";121.62;69689.36;621;1;80.4;1485;735;1471;14;50.2;12.7;30.6;-9.3;10;"Nicaragua";46;76;10;38;8;"PARTIDO POPULAR";"-";"-";"-";"-";"21.6";"18280";"15929"
14052;"Peñarroya-Pueblonuevo";64.89;51594.5;535;1;73.5;10323;4981;10286;31;47;15.8;25.6;-10.6;129;"Rumanía";309;320;65;136;39;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"*";"*";"*";"34.5";"24089";"20103"
14053;"Posadas";160.28;59235.63;86;2;31.8;7255;3600;6787;469;44;19.4;19.5;-4.3;145;"Marruecos";203;233;49;89;16;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"*";"*";"*";"19.7";"19841";"16999"
14054;"Pozoblanco";329.86;150737.67;643;1;70.6;16933;8230;16856;90;43.8;19;19.6;-3.3;673;"Rumanía";531;430;132;152;68;"PARTIDO POPULAR";"*";"*";"*";"*";"16.8";"24628";"20348"
14055;"Priego de Córdoba";288.12;116104.18;651;14;88.5;22020;10705;20699;1304;45.1;18.1;21.5;-5.8;502;"Marruecos";541;541;152;260;79;"PARTIDO POPULAR";"6";"*";"393";"*";"19.600000000000001";"18641";"16110"
14056;"Puente Genil";171.01;67203.58;216;10;61.8;29862;14720;29365;416;42.6;20.7;18.1;-2.1;1190;"Argelia";844;952;250;283;133;"PARTIDO POPULAR";"*";"*";"*";"*";"22.6";"21665";"18290"
14058;"Rute";131.87;56070.79;633;6;82.6;9734;4864;9440;339;44.8;18.5;21.2;-7.5;518;"Marruecos";345;356;58;132;37;"PARTIDO POPULAR";"*";"-";"*";"-";"13.2";"20907";"17733"
14059;"San Sebastián de los Ballesteros";10.43;29537.19;312;1;30.6;833;424;832;1;46.3;17.6;25.1;0.2;7;"Rusia";32;32;9;8;6;"PARTIDO POPULAR";"-";"-";"-";"-";"18.3";"-";"-"
14061;"Santa Eufemia";187.32;88767.05;544;1;95.2;711;352;661;49;56.3;8.4;39.5;-20.3;6;"Italia";29;20;2;24;3;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"26.5";"-";"-"
14060;"Santaella";225.77;76162.67;238;5;40.8;4664;2354;4518;122;42.8;21;20.2;-2.7;113;"Marruecos";122;115;49;38;24;"AGRUPACIÓN DE SANTAELLANOS INDEPENDIENTES";"*";"*";"*";"*";"15";"17515";"15355"
14062;"Torrecampo";196.48;83083.65;574;1;89.8;1003;494;984;19;52.7;11.1;34;-17.4;11;"Rumanía";44;43;5;23;2;"PARTIDO POPULAR";"-";"-";"-";"-";"19.8";"19545";"16892"
14063;"Valenzuela";19.29;20953.4;342;1;59.4;1047;526;943;102;51.6;11.6;31.2;-18.1;22;"Mali";34;14;3;18;3;"PARTIDO POPULAR";"-";"-";"-";"-";"16.5";"15406";"13791"
14064;"Valsequillo";121.85;53509.54;578;1;87.9;356;173;349;7;50.6;13.8;34.6;-13;2;"se";9;21;1;8;1;"PARTIDO POPULAR";"-";"-";"-";"-";"27.5";"-";"-"
14066;"Villa del Río";22.06;28821.44;166;1;50.2;6895;3435;6841;41;43.3;20;19.8;-6.3;80;"Rumanía";159;97;62;64;22;"UNIÓN INDEPENDIENTE DEMOCRÁTICA";"-";"*";"-";"*";"20.7";"18897";"16237"
14067;"Villafranca de Córdoba";58.3;42032.06;144;1;24;4865;2473;4596;270;41.7;21.7;16.4;0.8;41;"Honduras";174;184;35;38;28;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"-";"*";"-";"19.3";"26446";"21813"
14068;"Villaharta";11.96;14909.75;571;3;35.1;626;302;583;45;51.3;11.7;32.1;-16.2;52;"Rumanía";37;49;2;9;5;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"-";"*";"-";"26";"-";"-"
14069;"Villanueva de Córdoba";429.39;115729.11;724;1;71.8;8459;4197;8394;66;46.6;16.5;24.1;-9;139;"Rumanía";179;136;48;116;26;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"*";"*";"*";"18";"17825";"15422"
14070;"Villanueva del Duque";137.63;86969.25;581;1;71.4;1407;711;1346;60;51.4;12.7;33.4;-11.2;30;"Brasil";64;58;5;23;5;"PARTIDO POPULAR";"-";"-";"-";"-";"19.3";"21458";"18340"
14071;"Villanueva del Rey";215.82;71836.82;551;1;59.1;1001;488;967;33;48.8;16.1;26.6;-13.7;17;"Honduras";29;47;5;17;3;"PARTIDO POPULAR";"*";"*";"*";"*";"26.7";"-";"-"
14072;"Villaralto";24.06;22835.77;581;1;78.4;1092;550;1047;41;51.8;12.2;34.7;-13.3;11;"Marruecos";31;36;4;24;6;"PARTIDO POPULAR";"-";"-";"-";"-";"21.6";"18412";"16023"
14073;"Villaviciosa de Córdoba";468.73;114887.62;697;2;38.5;3088;1575;2944;141;49.1;14.7;28.1;-10.1;52;"Nicaragua";119;93;14;46;12;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"*";"-";"*";"23.9";"16913";"14974"
14075;"Zuheros";42.36;26939.23;659;1;65.9;621;318;620;1;51.3;12.2;28.7;-14.8;18;"Reino Unido";21;19;3;14;2;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"-";"*";"-";"19";"-";"-"
18001;"Agrón";26.98;28917.7;1060;1;29.7;238;125;236;3;46.7;15.1;22.7;-27.8;16;"Marruecos";21;14;1;2;0;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"28";"-";"-"
18002;"Alamedilla";90.65;56060.62;864;1;69.7;567;290;536;26;49.9;12.2;27.5;-15.8;6;"Marruecos";25;31;0;12;1;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"*";"-";"*";"28.3";"-";"-"
18003;"Albolote";78.53;62267.79;649;5;8.7;19472;9526;17909;1565;40.7;22.1;14.3;6.1;812;"Marruecos";1099;1341;120;126;81;"PARTIDO POPULAR";"9";"-";"1014";"-";"17.8";"28430";"23154"
18004;"Albondón";34.45;26882.8;920;5;89.3;753;421;653;82;48.7;12.4;22.4;-18.6;79;"Reino Unido";42;47;7;10;2;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"19.399999999999999";"-";"-"
18005;"Albuñán";8.52;16357.16;1115;1;61.8;418;216;417;2;50.4;11;29.4;-5.3;5;"se";17;33;3;7;3;"PARTIDO POPULAR";"-";"-";"-";"-";"18.3";"-";"-"
18006;"Albuñol";63.09;38797.86;244;6;86.1;7387;4107;6727;664;39.3;20.3;13.7;12.6;2515;"Marruecos";385;406;83;60;17;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"-";"*";"-";"13.4";"17476";"15406"
18007;"Albuñuelas";139.95;57994.04;732;2;35.9;789;394;766;19;52.3;10.6;31.2;-14.5;32;"Reino Unido";43;50;3;13;1;"PARTIDO POPULAR";"-";"-";"-";"-";"26.5";"-";"-"
18010;"Aldeire";70.02;60230.65;1267;1;70.1;593;309;590;4;49.9;13.8;26.8;-10;26;"Reino Unido";37;36;1;13;5;"POR ALDEIRE";"-";"-";"-";"-";"19.100000000000001";"-";"-"
18011;"Alfacar";16.72;23803.54;916;2;8.6;5704;2905;5674;14;42.1;20.1;15.9;1.3;174;"Marruecos";302;354;60;35;23;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"*";"-";"*";"18.600000000000001";"23733";"19936"
18012;"Algarinejo";92.06;43813.14;596;6;64.3;2396;1227;1864;532;50.3;13.2;29.8;-19.6;147;"Marruecos";95;100;11;45;1;"PARTIDO POPULAR";"-";"-";"-";"-";"22.4";"14202";"13039"
18013;"Alhama de Granada";433.23;189014.58;878;4;46.8;5663;2953;5252;403;43.8;18.6;18.8;-8.2;938;"Marruecos";311;315;43;58;20;"PARTIDO POPULAR";"*";"*";"*";"*";"13.6";"17685";"15417"
18014;"Alhendín";50.77;53856.59;739;1;9.2;10231;5171;9022;1194;37.8;25.2;11.1;28.3;482;"Marruecos";658;864;104;59;46;"PARTIDO POPULAR";"-";"-";"-";"-";"18";"25922";"21436"
18015;"Alicún de Ortega";22.82;25959.89;722;1;85.4;454;229;450;0;47.9;13.4;26.7;-8.4;2;"se";17;9;1;4;1;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"21.7";"-";"-"
18016;"Almegíjar";29.4;30391.88;806;2;74.1;337;168;251;84;54.9;9.5;35.9;-20.6;31;"Reino Unido";21;40;1;3;0;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"24.7";"-";"-"
18017;"Almuñécar";83.31;54260.58;14;3;69.9;27759;13823;25468;1837;45.2;17.8;23.2;-3.4;4551;"Reino Unido";1276;1920;162;260;77;"PARTIDO POPULAR";"17";"15";"4026";"461";"19";"22359";"18958"
18904;"Alpujarra de la Sierra";68.48;46435.02;1193;3;92.9;961;533;875;65;51.2;9.7;30.1;-18.6;153;"Marruecos";75;97;5;18;2;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"*";"-";"*";"15.5";"-";"-"
18018;"Alquife";12.18;25795.38;1191;5;70.9;581;298;581;0;50.6;10.2;29.8;-17.7;28;"Marruecos";38;39;0;10;2;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"21.8";"-";"-"
18020;"Arenas del Rey";91.81;59867.38;866;2;44.9;627;331;563;54;48.2;11.8;25;-17.5;90;"Marruecos";43;38;5;10;2;"VOX";"-";"-";"-";"-";"22.2";"-";"-"
18021;"Armilla";4.31;10124.22;671;1;4.8;25008;12346;25059;0;40.4;20.9;13.9;9.4;2120;"Marruecos";2138;2489;190;127;95;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"-";"*";"-";"19.5";"27052";"22119"
18022;"Atarfe";47.22;46458.45;600;4;10.6;20128;10174;19440;584;38.6;24.9;12.6;15.5;1020;"Marruecos";1010;1479;189;109;89;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"*";"*";"*";"20.9";"22454";"19000"
18023;"Baza";544.95;189223.2;844;5;93.7;20601;10216;19100;1479;43.7;19.4;19.7;-4.8;1656;"Rumanía";811;997;168;220;58;"PARTIDO POPULAR";"*";"5";"*";"174";"18.399999999999999";"22452";"18881"
18024;"Beas de Granada";23.18;26027.06;1077;1;15;996;524;992;0;47.7;16.1;25.5;-4.4;23;"Marruecos";45;53;4;10;3;"PARTIDO POPULAR";"-";"-";"-";"-";"14.7";"-";"-"
18025;"Beas de Guadix";16.22;23322.88;951;1;50.7;315;159;315;0;48.6;16.2;28.3;-16.1;5;"se";16;8;4;8;0;"PARTIDO POPULAR";"-";"-";"-";"-";"30.3";"-";"-"
18027;"Benalúa";8.68;13439.59;863;1;49.7;3328;1632;3279;45;41.8;23.2;18;-2.7;50;"Colombia";107;168;30;29;14;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"*";"-";"*";"32.200000000000003";"19402";"16661"
18028;"Benalúa de las Villas";21.64;29539.6;845;1;35.3;1029;546;1013;17;47.4;13.9;24;-23.1;69;"Rumanía";104;57;7;12;1;"PARTIDO POPULAR";"-";"-";"-";"-";"15.8";"14871";"13629"
18029;"Benamaurel";127.78;68947.05;719;7;108.6;2251;1126;2224;26;45.9;18.2;24.3;-7;125;"Reino Unido";80;79;14;27;7;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"22.4";"16898";"14891"
18030;"Bérchules";69.53;40961.96;1331;2;92.9;694;382;632;58;47.9;12.1;23.9;-16.9;78;"Reino Unido";48;47;3;5;1;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"-";"*";"-";"17.8";"-";"-"
18032;"Bubión";14.85;39590.23;1300;1;68.4;312;163;303;6;49.3;11.9;26.3;-3.6;45;"Reino Unido";27;14;0;4;2;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"*";"-";"*";"21.4";"-";"-"
18033;"Busquístar";18.02;22534.86;1154;1;69.4;329;166;216;103;47.1;13.4;17.9;3.4;37;"Senegal";21;34;5;3;2;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"30.1";"-";"-"
18034;"Cacín";39.58;47393.47;701;2;35.7;531;281;509;18;52.3;9.8;29.8;-7.3;36;"Reino Unido";20;18;3;6;0;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"17.2";"-";"-"
18035;"Cádiar";47.28;42246.86;925;4;86.4;1582;838;1391;148;47.9;15.5;25.7;-5.5;184;"Reino Unido";126;151;5;24;3;"PARTIDO POPULAR";"-";"*";"-";"*";"20.6";"17978";"15630"
18036;"Cájar";1.65;7207.03;731;1;5.9;5445;2692;5447;0;41.9;21.2;16.4;13.7;196;"Marruecos";367;452;25;49;22;"PARTIDO POPULAR";"*";"-";"*";"-";"15.4";"31213";"25086"
18037;"Calicasas";11.24;14535.03;758;1;14.5;651;323;643;7;42.9;17.4;17.2;15.2;29;"Rumanía";44;33;8;5;4;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"18.7";"-";"-"
18038;"Campotéjar";35.78;34550.32;926;1;44.8;1251;625;1212;38;47.1;13.6;25.1;-9.6;54;"Rumanía";52;91;5;18;7;"PARA LA GENTE";"-";"-";"-";"-";"17.100000000000001";"18047";"15928"
18039;"Caniles";216.59;63549.18;904;9;101.5;3934;2002;3795;115;47.4;16;26.8;-15.5;219;"Reino Unido";160;93;21;48;9;"INDEPENDIENTES DEL ALTIPLANO";"*";"-";"*";"-";"18.100000000000001";"18278";"16088"
18040;"Cáñar";26.33;27061.94;1023;1;58.8;409;216;261;136;45.3;18.1;21;-14.5;103;"Reino Unido";46;41;0;5;1;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"35.5";"-";"-"
18042;"Capileira";56.85;37532.47;1457;1;67.1;582;286;564;18;43.8;18.7;17.5;9.5;57;"Reino Unido";18;19;2;3;0;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"5";"*";"205";"*";"17.399999999999999";"-";"-"
18043;"Carataunas";4.66;13666.09;764;1;57.1;235;125;132;102;49.4;12.3;22.1;6.9;55;"Reino Unido";58;42;0;1;0;"PARTIDO POPULAR";"-";"-";"-";"-";"27.4";"-";"-"
18044;"Cástaras";28.34;32413.54;1001;2;84.4;228;135;105;119;52.3;7.9;31.6;-15;77;"Reino Unido";25;22;0;0;0;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"11.1";"-";"-"
18045;"Castilléjar";131.22;53383.86;771;3;122.4;1293;687;1196;92;51.5;12.3;31.7;-16.1;131;"Reino Unido";77;59;8;22;5;"INDEPENDIENTES DEL ALTIPLANO";"-";"-";"-";"-";"24.7";"16204";"14284"
18046;"Castril";243.05;82296.07;890;17;125.9;1994;1042;1658;334;50.3;12.7;30.2;-15.1;122;"Reino Unido";98;101;11;28;1;"NUEVO CASTRIL";"*";"*";"*";"*";"23.6";"14575";"13145"
18047;"Cenes de la Vega";6.48;12734.88;737;1;6;8266;4128;8231;0;40.8;19.9;11.8;2.8;491;"Marruecos";558;654;52;30;33;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"-";"*";"-";"19.2";"24449";"20333"
18059;"Chauchina";21.2;24053.12;551;3;18.7;5700;2809;5667;12;40.5;23.2;15.2;17.7;156;"Bolivia";265;258;44;49;24;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"-";"*";"-";"20.2";"19422";"16779"
18061;"Chimeneas";90.27;62057.05;696;2;25.5;1235;649;1177;61;46.9;15.1;24.6;-13.9;120;"Marruecos";63;55;10;14;8;"PARA LA GENTE";"-";"-";"-";"-";"20.7";"16674";"14835"
18062;"Churriana de la Vega";6.6;13119.26;656;1;6.4;16461;8104;16434;11;38.3;24.3;11.4;22.2;944;"Marruecos";1146;1472;154;82;70;"PARTIDO POPULAR";"-";"-";"-";"-";"18.899999999999999";"24765";"20624"
18048;"Cijuela";17.91;24049.53;541;1;21;3651;1858;3608;22;37.8;25.4;10.9;14.2;178;"Marruecos";270;365;34;21;12;"FUTURO CIJUELA";"*";"-";"*";"-";"21.2";"19955";"17184"
18049;"Cogollos de Guadix";30.23;25340.06;1138;1;62.4;657;378;620;38;49.6;11.6;27.4;-11.4;42;"Marruecos";43;71;4;11;5;"PARTIDO POPULAR";"*";"-";"*";"-";"19";"-";"-"
18050;"Cogollos de la Vega";49.83;38731.84;998;1;14.3;2081;1064;1889;175;43.6;19.2;19.9;3;38;"Marruecos";82;104;19;27;10;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"24.2";"19467";"16946"
18051;"Colomera";111.9;66529.06;842;2;28.1;1298;685;1196;94;45.8;17.3;21.2;-12.1;37;"Senegal";58;68;11;10;4;"JUNTOS POR COLOMERA";"-";"-";"-";"-";"20.6";"14109";"12902"
18053;"Cortes de Baza";140.44;56910.45;705;6;117;1810;900;1781;29;51.6;13.3;32.7;-17.8;154;"Honduras";88;99;9;39;4;"AGRUPACION INDEPENDIENTE DE CORTES DE BAZA";"-";"-";"-";"-";"23.9";"15482";"14016"
18054;"Cortes y Graena";22.44;29268.88;968;4;46.1;977;513;898;79;47.2;14.7;23.7;-4.1;59;"Marruecos";75;65;5;17;4;"GRUPO INDEPENDIENTE DE CORTES Y GRAENA";"-";"*";"-";"*";"19.8";"-";"-"
18912;"Cuevas del Campo";96.53;47905.19;831;3;101.4;1812;896;1793;0;48;15.5;27;-12.3;268;"Honduras";104;145;13;26;5;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"17.600000000000001";"15999";"14381"
18056;"Cúllar";427.33;99481.28;886;18;115.5;3962;1979;3822;143;48;15.4;26.4;-13.2;224;"Reino Unido";122;129;10;61;7;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"*";"*";"*";"20.8";"16684";"14764"
18057;"Cúllar Vega";4.34;12644.15;641;3;7.9;7794;3950;7734;36;39.6;23.6;12;8.1;319;"Senegal";529;612;55;48;33;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"18.7";"25006";"20865"
18063;"Darro";50.61;38189.05;1114;1;37.9;1661;847;1639;19;38.6;26.1;15.4;13.2;37;"Marruecos";65;59;25;16;4;"PARTIDO POPULAR";"-";"*";"-";"*";"31.6";"15451";"13683"
18064;"Dehesas de Guadix";56.91;80335.77;679;1;81.3;393;194;393;2;48.8;12.5;29.5;-16.9;5;"se";23;13;2;5;0;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"23.8";"-";"-"
18065;"Dehesas Viejas";13.79;18530.22;1014;1;39.5;650;334;650;0;46.9;14.3;22.5;-15.5;20;"Rumanía";27;14;2;8;3;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"20.9";"-";"-"
18066;"Deifontes";40.45;43274.67;738;1;19.4;2620;1319;2594;30;43.2;20.6;20.1;1.4;30;"Rumanía";77;89;23;15;6;"PARA LA GENTE";"-";"*";"-";"*";"24.8";"16757";"14857"
18067;"Diezma";42.06;42671.48;1226;2;33;808;442;778;21;45.6;17.8;22.3;-1.5;19;"Marruecos";30;69;9;9;0;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"-";"*";"-";"24.2";"-";"-"
18068;"Dílar";79.22;60854.59;877;1;12.4;2264;1139;2154;110;42.6;19.8;16.8;20.2;89;"Alemania";143;216;16;18;8;"PARTIDO POPULAR";"*";"*";"*";"*";"15.1";"28185";"23150"
18069;"Dólar";78.52;81223.55;1199;2;72.8;625;334;594;30;48.2;14.7;28.2;-1.4;54;"Rumanía";28;43;3;8;1;"PARTIDO POPULAR";"-";"*";"-";"*";"14.4";"-";"-"
18915;"Domingo Pérez de Granada";48.65;43935.34;974;3;44.1;845;450;808;28;46.3;18.9;25.6;-7.8;21;"Marruecos";47;35;8;12;1;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"26.3";"-";"-"
18070;"Dúdar";8.36;14075.1;806;2;12.4;379;201;369;9;46.9;14.5;23.2;1.4;12;"Reino Unido";26;49;3;2;2;"PARTIDO POPULAR";"-";"-";"-";"-";"15.9";"-";"-"
18071;"Dúrcal";76.58;49841.14;787;2;26.6;7245;3658;7029;204;43.6;18.9;18.5;-1;310;"Marruecos";315;340;42;68;29;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"*";"-";"*";"25.9";"21694";"18609"
18910;"El Pinar";37.98;38485.73;687;3;38;874;464;829;38;49.4;12.5;25.9;-13.3;112;"Reino Unido";56;39;8;13;3;"PARTIDO POPULAR";"*";"-";"*";"-";"26.3";"-";"-"
18902;"El Valle";25.82;30006.44;538;3;33.5;953;484;884;52;51.8;11.6;30.6;-19.7;90;"Reino Unido";55;80;5;10;3;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"*";"-";"*";"22.7";"-";"-"
18072;"Escúzar";46.36;34284.67;879;1;21.1;839;443;829;12;44.2;18.4;20.4;5.4;24;"Rumanía";34;39;8;9;1;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"22.9";"-";"-"
18074;"Ferreira";43.55;48327.22;1273;1;70.2;317;165;313;4;50.9;12.9;31.2;-11.8;6;"Senegal";18;34;2;4;3;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"17.5";"-";"-"
18076;"Fonelas";96.34;58906.91;789;1;54.1;984;522;947;40;42.7;20.6;20.2;-9.6;37;"Paraguay";48;49;7;11;2;"PARTIDO POPULAR";"-";"-";"-";"-";"26.2";"-";"-"
18077;"Fornes";15.14;25972.05;852;1;41.2;543;288;521;22;49.5;9.6;25;-18.4;63;"Marruecos";43;72;2;11;0;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"21.7";"-";"-"
18078;"Freila";74.45;54608.77;824;1;93.4;912;474;739;155;48.1;15.1;28.3;-14.5;115;"Reino Unido";72;71;0;9;1;"PARTIDO POPULAR";"*";"-";"*";"-";"18.5";"-";"-"
18079;"Fuente Vaqueros";16;33847.54;545;2;19.2;4600;2304;4542;52;42.2;20.9;17.1;5.2;196;"Bolivia";245;369;45;49;14;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"*";"-";"*";"29.2";"17027";"14938"
18082;"Galera";117.8;50678.69;834;3;134.3;1107;554;1050;58;52.7;12.6;32.1;-10.2;217;"Reino Unido";61;67;3;17;2;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"-";"*";"-";"20.8";"17053";"15113"
18083;"Gobernador";22.99;26463.57;1040;2;53.2;256;130;248;4;57;11.3;37.1;-34.8;1;"se";9;54;0;5;0;"PARTIDO POPULAR";"-";"-";"-";"-";"15.1";"-";"-"
18084;"Gójar";12;19138.85;797;1;8.6;6195;3122;6095;108;41.1;21.2;14.5;14.2;248;"Reino Unido";378;474;47;25;26;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"16.399999999999999";"28475";"23189"
18085;"Gor";180.89;64879.3;1239;1;71.6;777;413;381;376;57.3;6.4;36;-16.2;33;"Reino Unido";39;80;3;22;1;"PARTIDO POPULAR";"*";"-";"*";"-";"23.3";"-";"-"
18086;"Gorafe";76.99;59991.12;849;1;75.7;383;197;379;3;53.8;8.4;34.2;-18.2;15;"Reino Unido";22;32;2;6;0;"PARA LA GENTE";"-";"-";"-";"-";"33.299999999999997";"-";"-"
18087;"Granada";88.06;58993.31;680;5;0;232246;107435;230279;316;45.3;17.9;23;-4.3;18125;"Marruecos";14184;16586;1610;2305;767;"PARTIDO POPULAR";"95";"70";"12390";"1901";"22.3";"31757";"25547"
18088;"Guadahortuna";121.15;63151.65;966;1;54.5;1833;941;1795;21;41.1;23.8;18.4;-6.5;28;"Argelia";94;69;33;17;3;"PARA LA GENTE";"-";"*";"-";"*";"33.4";"13885";"12675"
18089;"Guadix";324;182237.46;910;8;52.2;18543;9221;18255;272;43.4;19.9;19.5;-2.3;1088;"Marruecos";858;952;141;181;48;"PARTIDO POPULAR";"5";"*";"353";"*";"21.2";"22962";"19330"
18093;"Gualchos";30.93;27516.3;5;3;75.5;5329;2849;4963;345;40.5;20.6;15;10.1;1772;"Rumanía";408;456;38;48;16;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"*";"*";"*";"*";"11.6";"19048";"16540"
18094;"Güéjar Sierra";238.76;69298.99;1086;1;17;2926;1559;2485;424;44.9;16.3;18.6;-4.2;182;"Reino Unido";141;166;11;24;13;"PARTIDO POPULAR";"5";"*";"413";"*";"18.3";"20942";"17775"
18095;"Güevéjar";9.74;15737.54;877;1;10;2693;1397;2663;14;39.4;22.9;13.1;3.9;55;"Marruecos";138;131;19;16;8;"UNIDOS POR GÜEVEJAR";"-";"-";"-";"-";"22.6";"20437";"17663"
18096;"Huélago";32.55;30856.44;910;1;47.9;380;200;356;9;45.8;18.9;19.5;3.3;11;"Marruecos";30;18;1;5;1;"PARTIDO SOCIALISTA OBRERO ESPAÑOL - ANDALUCÍA";"-";"-";"-";"-";"30.3";"-";"-"
18097;"Huéneja";116.65;65842.47;1148;4;75.7;1193;642;1133;59;47.7;14.2;23.4;-1.7;187;"Marruecos";109;108;8;12;2;"POR HUENEJA Y LA HUERTEZUELA";"*";"*";"*";"*";"16.5";"18192";"15864"
18098;"Huéscar";473.07;130519.41;952;6;137.8;7232;3587;7059;161;46.1;17.4;23.3;-9.6;244;"Reino Unido";192;228;41;81;19;"INDEPENDIENTES DEL ALTIPLANO";"*";"*";"*";"*";"19.5";"19557";"16720"
